administrative_code,administrative_name,name,tenure_begin,tenure_end,position,gender,birthyear,birthplace,degree,name_tkov,birthplace_tkov,
130100,河北省石家庄市,邢国辉,2015,2016,市长,男,1961,河北省石家庄市,研究生,邓沛然,河北省沧州市,
130100,河北省石家庄市,王亮,2013,2015,市长,男,1958,河北省承德市,本科,邢国辉,河北省石家庄市,
130100,河北省石家庄市,姜德果,2011,2013,市长,男,1957,河北省衡水市,研究生,王亮,河北省承德市,
130100,河北省石家庄市,孙瑞彬,2010,2016,市委书记,男,1959,河北省秦皇岛市,研究生,邢国辉,河北省石家庄市,
130100,河北省石家庄市,艾文礼,2008,2011,市长,男,1955,河北省唐山市,研究生,姜德果,河北省衡水市,
130100,河北省石家庄市,车俊,2008,2010,市委书记,男,1955,安徽省合肥市,本科,孙瑞彬,河北省秦皇岛市,
130100,河北省石家庄市,冀纯堂,2006,2008,市长,男,1953,河北省邯郸市,研究生,艾文礼,河北省唐山市,
130100,河北省石家庄市,吴显国,2006,2008,市委书记,男,1956,河北省廊坊市,研究生,车俊,安徽省合肥市,
130100,河北省石家庄市,吴显国,2005,2006,市长,男,1956,河北省廊坊市,研究生,冀纯堂,河北省邯郸市,
130100,河北省石家庄市,吴振华,2001,2006,市委书记,男,1946,安徽省,本科,吴显国,河北省廊坊市,
130100,河北省石家庄市,臧胜业,2000,2005,市长,男,1951,山东省青岛市,研究生,吴显国,河北省廊坊市,
130100,河北省石家庄市,张二辰,1998,2000,市长,男,1950,河北省石家庄市,本科,臧胜业,山东省青岛市,
130100,河北省石家庄市,陈来立,1997,2001,市委书记,男,1960,河北省保定市,本科,吴振华,安徽省,
130200,河北省唐山市,张古江,2020,2022,市委书记,男,1963,天津市,研究生,武卫东,河北省石家庄市,
130200,河北省唐山市,王浩,2017,2019,市委书记,男,1963,山东省菏泽市,本科,张古江,天津市,
130200,河北省唐山市,丁绣峰,2015,至今,市长,男,1965,河北省邢台市,研究生,高建民,河北省沧州市,
130200,河北省唐山市,焦彦龙,2014,2017,市委书记,男,1960,河北省石家庄市,研究生,王浩,山东省菏泽市,
130200,河北省唐山市,陈学军,2013,2015,市长,男,1959,江苏省扬州市,研究生,丁绣峰,河北省邢台市,
130200,河北省唐山市,姜德果,2013,2014,市委书记,男,1957,河北省衡水市,研究生,焦彦龙,河北省石家庄市,
130200,河北省唐山市,王雪峰,2010,2013,市委书记,男,1954,河北省邯郸市,本科,姜德果,河北省衡水市,
130200,河北省唐山市,陈国鹰,2008,2013,市长,男,1957,湖南省衡阳市,研究生,陈学军,江苏省扬州市,
130200,河北省唐山市,赵勇,2006,2010,市委书记,男,1963,湖南省益阳市,研究生,王雪峰,河北省邯郸市,
130200,河北省唐山市,张耀华,2003,2006,市长,男,1948,河北省唐山市,专科,,,
130200,河北省唐山市,张和,2002,2006,市委书记,男,1950,河北省唐山市,本科,赵勇,湖南省益阳市,
130200,河北省唐山市,白润璋,1997,2002,市委书记,男,1944,河北省石家庄市,本科,张和,河北省唐山市,
130200,河北省唐山市,张和,1995,2002,市长,男,1950,河北省唐山市,本科,张耀华,河北省唐山市,
130300,河北省秦皇岛市,朱政学,2019,2021,市委书记,男,1962,河北省石家庄市,研究生,王曦,内蒙古自治区呼和浩特市,
130300,河北省秦皇岛市,孟祥伟,2015,2019,市委书记,男,1966,河北省石家庄市,研究生,朱政学,河北省石家庄市,
130300,河北省秦皇岛市,张瑞书,2014,2021,市长,男,1963,河北省沧州市,本科,丁伟,河北唐山市,
130300,河北省秦皇岛市,商黎光,2013,2014,市长,男,1963,河北省邢台市,研究生,张瑞书,河北省沧州市,
130300,河北省秦皇岛市,田向利,2013,2015,市委书记,女,1963,河北省邢台市,研究生,孟祥伟,河北省石家庄市,
130300,河北省秦皇岛市,朱浩文,2008,2013,市长,男,1967,四川省内江市,研究生,商黎光,河北省邢台市,
130300,河北省秦皇岛市,王三堂,2006,2013,市委书记,男,1954,河北省石家庄市,研究生,田向利,河北省邢台市,
130300,河北省秦皇岛市,宋长瑞,2002,2006,市委书记,男,1951,河北省张家口市,研究生,王三堂,河北省石家庄市,
130300,河北省秦皇岛市,菅瑞亭,2001,2008,市长,男,1952,河南省安阳市,专科,朱浩文,四川省内江市,
130300,河北省秦皇岛市,宁金彪,1999,2001,市长,男,1957,河北省,研究生,菅瑞亭,河南省安阳市,
130300,河北省秦皇岛市,王建忠,1997,2002,市委书记,男,1947,河北省沧州市,本科,宋长瑞,河北省张家口市,
130400,河北省邯郸市,张维亮,2020,至今,市委书记,男,1964,河北省唐山市,研究生,,,
130400,河北省邯郸市,张维亮,2019,2021,市长,男,1964,河北省唐山市,研究生,樊成华,河北省邢台市,
130400,河北省邯郸市,王立彤,2017,2019,市长,男,1968,安徽省合肥市,研究生,张维亮,河北省唐山市,
130400,河北省邯郸市,王会勇,2014,2016,市长,男,1960,河北省邢台市,研究生,王立彤,安徽省合肥市,
130400,河北省邯郸市,回建,2013,2014,市长,男,1961,河北省沧州市,研究生,王会勇,河北省邢台市,
130400,河北省邯郸市,高宏志,2013,2020,市委书记,男,1967,河北省石家庄市,研究生,张维亮,河北省唐山市,
130400,河北省邯郸市,高宏志,2012,2013,市长,男,1967,河北省石家庄市,研究生,回建,河北省沧州市,
130400,河北省邯郸市,郑雪碧,2011,2012,市长,男,1958,河北省石家庄市,研究生,高宏志,河北省石家庄市,
130400,河北省邯郸市,郭大建,2011,2013,市委书记,男,1954,江苏省盐城市,研究生,高宏志,河北省石家庄市,
130400,河北省邯郸市,郭大建,2008,2011,市长,男,1954,江苏省盐城市,研究生,郑雪碧,河北省石家庄市,
130400,河北省邯郸市,崔江水,2008,2011,市委书记,男,1953,河北省石家庄市,本科,郭大建,江苏省盐城市,
130400,河北省邯郸市,赵国岭,2006,2008,市长,男,1955,河北省沧州市,研究生,郭大建,江苏省盐城市,
130400,河北省邯郸市,孙瑞彬,2006,2008,市委书记,男,1959,河北省秦皇岛市,研究生,崔江水,河北省石家庄市,
130400,河北省邯郸市,王三堂,2004,2006,市长,男,1954,河北省石家庄市,研究生,赵国岭,河北省沧州市,
130400,河北省邯郸市,聂辰席,2004,2006,市委书记,男,1957,河北省石家庄市,研究生,孙瑞彬,河北省秦皇岛市,
130400,河北省邯郸市,聂辰席,2003,2004,市长,男,1957,河北省石家庄市,研究生,王三堂,河北省石家庄市,
130400,河北省邯郸市,张力,2003,2004,市委书记,男,1955,河北省邢台市,研究生,聂辰席,河北省石家庄市,
130400,河北省邯郸市,张力,2002,2003,市长,男,1955,河北省邢台市,研究生,聂辰席,河北省石家庄市,
130400,河北省邯郸市,宋恩华,1999,2002,市长,男,1953,黑龙江省哈尔滨市,研究生,张力,河北省邢台市,
130400,河北省邯郸市,董强,1997,2003,市委书记,男,1946,河北省,本科,张力,河北省邢台市,
130500,河北省邢台市,钱三雄,2019,至今,市委书记,男,1967,浙江省绍兴市,研究生,,,
130500,河北省邢台市,朱政学,2018,2019,市委书记,男,1962,河北省石家庄市,研究生,钱三雄,浙江省绍兴市,
130500,河北省邢台市,王会勇,2016,2018,市委书记,男,1960,河北省邢台市,研究生,朱政学,河北省石家庄市,
130500,河北省邢台市,董晓宇,2015,2021,市长,男,1969,河北省保定市,研究生,宋华英,河北廊坊市,
130500,河北省邢台市,张古江,2014,2016,市委书记,男,1963,天津市,研究生,王会勇,河北省邢台市,
130500,河北省邢台市,孟祥伟,2013,2015,市长,男,1966,河北省石家庄市,研究生,董晓宇,河北省保定市,
130500,河北省邢台市,王爱民,2011,2014,市委书记,男,1958,河北省邢台市,研究生,张古江,天津市,
130500,河北省邢台市,刘大群,2008,2013,市长,男,1958,河北省石家庄市,研究生,孟祥伟,河北省石家庄市,
130500,河北省邢台市,姜德果,2008,2011,市委书记,男,1957,河北省衡水市,研究生,王爱民,河北省邢台市,
130500,河北省邢台市,姜德果,2004,2008,市长,男,1957,河北省衡水市,研究生,刘大群,河北省石家庄市,
130500,河北省邢台市,董经纬,2002,2008,市委书记,男,1951,河北省石家庄市,研究生,姜德果,河北省衡水市,
130500,河北省邢台市,张洪义,2001,2004,市长,男,,,,姜德果,河北省衡水市,
130500,河北省邢台市,柳宝全,2000,2003,市委书记,男,1947,河北省唐山市,本科,董经纬,河北省石家庄市,
130500,河北省邢台市,马兰翠,1998,2001,市长,女,1954,河北省邢台市,研究生,张洪义,,
130500,河北省邢台市,臧胜业,1998,2000,市委书记,男,1951,山东省青岛市,研究生,柳宝全,河北省唐山市,
130600,河北省保定市,党晓龙,2020,至今,市委书记,男,1968,陕西渭南市,研究生,,,
130600,河北省保定市,郭建英,2016,2021,市长,男,1962,河北省石家庄市,研究生,闫继红,河北沧州市,
130600,河北省保定市,马誉峰,2013,2016,市长,男,1959,河北省衡水市,研究生,郭建英,河北省石家庄市,
130600,河北省保定市,聂瑞平,2013,2020,市委书记,男,1959,河北省沧州市,研究生,党晓龙,陕西渭南市,
130600,河北省保定市,许宁,2012,2013,市委书记,男,1956,河北省保定市,研究生,聂瑞平,河北省沧州市,
130600,河北省保定市,李谦,2009,2013,市长,男,1960,河北省石家庄市,研究生,马誉峰,河北省衡水市,
130600,河北省保定市,宋太平,2008,2012,市委书记,男,1955,河北省邢台市,研究生,许宁,河北省保定市,
130600,河北省保定市,于群,2006,2009,市长,男,1962,辽宁省,研究生,李谦,河北省石家庄市,
130600,河北省保定市,宋长瑞,2006,2008,市委书记,男,1951,河北省张家口市,研究生,宋太平,河北省邢台市,
130600,河北省保定市,王昆山,2005,2006,市委书记,男,1952,河北省,本科,宋长瑞,河北省张家口市,
130600,河北省保定市,王昆山,2002,2006,市长,男,1952,河北省,本科,于群,辽宁省,
130600,河北省保定市,王珽玖,2001,2005,市委书记,男,1952,,,王昆山,河北省,
130600,河北省保定市,付志方,1998,2001,市长,男,1956,河南省南阳市,研究生,王昆山,河北省,
130600,河北省保定市,么金铎,1997,2001,市委书记,,,,,王珽玖,,
130700,河北省张家口市,回建,2017,2021,市委书记,男,1961,河北省沧州市,研究生,武卫东,河北石家庄市,
130700,河北省张家口市,武卫东,2016,2021,市长,男,1969,河北省石家庄市,研究生,赵文锋,河北邢台市,
130700,河北省张家口市,马宇骏,2015,2016,市长,男,1965,河北省承德市,研究生,武卫东,河北省石家庄市,
130700,河北省张家口市,侯亮,2015,2015,市委书记,男,1957,河北省张家口市,研究生,回建,河北省沧州市,
130700,河北省张家口市,邢国辉,2013,2015,市委书记,男,1961,河北省石家庄市,研究生,侯亮,河北省张家口市,
130700,河北省张家口市,侯亮,2012,2015,市长,男,1957,河北省张家口市,研究生,马宇骏,河北省承德市,
130700,河北省张家口市,王晓东,2012,2013,市委书记,男,1957,山东省,本科,邢国辉,河北省石家庄市,
130700,河北省张家口市,王晓东,2011,2012,市长,男,1959,山东省滨州市,本科,侯亮,河北省张家口市,
130700,河北省张家口市,许宁,2008,2012,市委书记,男,1956,河北省保定市,研究生,王晓东,山东省,
130700,河北省张家口市,郑雪碧,2006,2011,市长,男,1958,河北省石家庄市,研究生,王晓东,山东省滨州市,
130700,河北省张家口市,宋太平,2006,2008,市委书记,男,1955,河北省邢台市,研究生,许宁,河北省保定市,
130700,河北省张家口市,刘永瑞,2003,2006,市委书记,男,1953,河北省张家口市,研究生,宋太平,河北省邢台市,
130700,河北省张家口市,高金浩,2002,2006,市长,男,1956,河北省沧州市,研究生,郑雪碧,河北省石家庄市,
130700,河北省张家口市,张宝义,1998,2002,市长,,,,,高金浩,河北省沧州市,
130700,河北省张家口市,杨德庆,1997,2003,市委书记,,,,,刘永瑞,河北省张家口市,
130800,河北省承德市,周仲明,2015,2015,市长,男,1963,河北省衡水市,研究生,常丽虹,河北省保定市,
130800,河北省承德市,常丽虹,2015,2021,市长,女,1962,河北省保定市,研究生,柴宝良,河北沧州市,
130800,河北省承德市,周仲明,2015,2021,市委书记,男,1963,河北省衡水市,研究生,董晓宇,河北省保定市,
130800,河北省承德市,郑雪碧,2012,2015,市委书记,男,1958,河北省石家庄市,研究生,周仲明,河北省衡水市,
130800,河北省承德市,赵风楼,2011,2015,市长,男,1958,河北省邯郸市,研究生,周仲明,河北省衡水市,
130800,河北省承德市,张古江,2008,2011,市长,男,1963,天津市,研究生,赵风楼,河北省邯郸市,
130800,河北省承德市,艾文礼,2008,2008,市委书记,男,1955,河北省唐山市,研究生,杨汭,河北省廊坊市,
130800,河北省承德市,杨汭,2008,2012,市委书记,男,1959,河北省廊坊市,研究生,郑雪碧,河北省石家庄市,
130800,河北省承德市,艾文礼,2006,2008,市长,男,1955,河北省唐山市,研究生,张古江,天津市,
130800,河北省承德市,景春华,2001,2006,市长,男,1956,山东省东营市,研究生,艾文礼,河北省唐山市,
130800,河北省承德市,赵文鹤,2001,2008,市委书记,男,1949,河北省邢台市,本科,艾文礼,河北省唐山市,
130800,河北省承德市,赵文鹤,1999,2001,市长,男,1949,河北省邢台市,本科,景春华,山东省东营市,
130800,河北省承德市,傅贵武,1999,2001,市委书记,,,,,赵文鹤,河北省邢台市,
130900,河北省沧州市,王景武,2020,2021,市委书记,男,1963,河北邢台市,研究生,康彦民,河北石家庄市,
130900,河北省沧州市,梅世彤,2016,2021,市长,男,1969,河北省石家庄市,研究生,向辉,湖南湘西土家族苗族自治州,
130900,河北省沧州市,杨慧,2016,2020,市委书记,男,1965,河北省张家口市,研究生,王景武,河北邢台市,
130900,河北省沧州市,商黎光,2014,2016,市委书记,男,1963,河北省邢台市,研究生,杨慧,河北省张家口市,
130900,河北省沧州市,王大虎,2013,2016,市长,男,1962,河北省衡水市,研究生,梅世彤,河北省石家庄市,
130900,河北省沧州市,焦彦龙,2013,2014,市委书记,男,1960,河北省石家庄市,研究生,商黎光,河北省邢台市,
130900,河北省沧州市,焦彦龙,2011,2013,市长,男,1960,河北省石家庄市,研究生,王大虎,河北省衡水市,
130900,河北省沧州市,刘学库,2006,2011,市长,男,1953,河北省廊坊市,研究生,焦彦龙,河北省石家庄市,
130900,河北省沧州市,孙瑞彬,2005,2006,市长,男,1959,河北省秦皇岛市,研究生,刘学库,河北省廊坊市,
130900,河北省沧州市,郭华,2005,2013,市委书记,男,1954,河北省衡水市,本科,焦彦龙,河北省石家庄市,
130900,河北省沧州市,郭华,2002,2005,市长,男,1954,河北省衡水市,本科,孙瑞彬,河北省秦皇岛市,
130900,河北省沧州市,张庆华,2000,2005,市委书记,男,1949,山东省,本科,郭华,河北省衡水市,
130900,河北省沧州市,张庆华,1997,2000,市长,男,1949,山东省,本科,,,
130900,河北省沧州市,薄绍铨,1997,2000,市委书记,男,1944,河北省,本科,张庆华,山东省,
131000,河北省廊坊市,杨燕伟,2020,2022,市长,男,1967,河北唐山市,研究生,李国勇,河北省河北,
131000,河北省廊坊市,杨晓和,2020,2022,市委书记,男,1967,河北省邯郸市,研究生,王立彤,安徽合肥市,
131000,河北省廊坊市,赵革,2019,2020,市长,男,1970,黑龙江省绥化市,研究生,杨燕伟,河北唐山市,
131000,河北省廊坊市,陈平,2016,2019,市长,男,1965,河北省石家庄市,研究生,赵革,黑龙江省绥化市,
131000,河北省廊坊市,冯韶慧,2016,2020,市委书记,男,1965,河北省保定市,研究生,杨晓和,河北省邯郸市,
131000,河北省廊坊市,冯韶慧,2013,2016,市长,男,1965,河北省保定市,研究生,陈平,河北省石家庄市,
131000,河北省廊坊市,王晓东,2013,2016,市委书记,男,1959,山东省滨州市,本科,冯韶慧,河北省保定市,
131000,河北省廊坊市,聂瑞平,2011,2013,市长,男,1959,河北省沧州市,研究生,冯韶慧,河北省保定市,
131000,河北省廊坊市,赵世洪,2008,2013,市委书记,男,1962,吉林省,研究生,王晓东,山东省滨州市,
131000,河北省廊坊市,王增力,2005,2008,市委书记,男,1954,河北省唐山市,研究生,赵世洪,吉林省,
131000,河北省廊坊市,王爱民,2003,2011,市长,男,1958,河北省邢台市,研究生,聂瑞平,河北省沧州市,
131000,河北省廊坊市,吴显国,2003,2005,市委书记,男,1956,河北省廊坊市,研究生,王增力,河北省唐山市,
131000,河北省廊坊市,吴显国,2001,2003,市长,男,1956,河北省廊坊市,研究生,王爱民,河北省邢台市,
131000,河北省廊坊市,孙建群,2001,2003,市委书记,男,1945,河北省秦皇岛市,本科,吴显国,河北省廊坊市,
131000,河北省廊坊市,孙建群,1999,2001,市长,男,1945,河北省秦皇岛市,本科,吴显国,河北省廊坊市,
131000,河北省廊坊市,王学军,1997,2001,市委书记,男,1952,河北省沧州市,研究生,孙建群,河北省秦皇岛市,
131100,河北省衡水市,赵革,2020,2021,市委书记,男,1970,黑龙江绥化市,研究生,吴晓华,安徽合肥市,
131100,河北省衡水市,吴晓华,2018,2022,市长,男,1965,安徽省合肥市,研究生,董晓航,河北省石家庄市,
131100,河北省衡水市,王景武,2017,2017,市长,男,1963,河北省邢台市,研究生,吕志成,河北省邢台市,
131100,河北省衡水市,吕志成,2017,2018,市长,男,1966,河北省邢台市,研究生,吴晓华,安徽省合肥市,
131100,河北省衡水市,王景武,2017,2020,市委书记,男,1963,河北省邢台市,研究生,赵革,黑龙江绥化市,
131100,河北省衡水市,李谦,2013,2017,市委书记,男,1960,河北省石家庄市,研究生,王景武,河北省邢台市,
131100,河北省衡水市,杨慧,2012,2016,市长,男,1965,河北省张家口市,研究生,王景武,河北省邢台市,
131100,河北省衡水市,刘可为,2010,2013,市委书记,男,1964,湖南省长沙市,研究生,李谦,河北省石家庄市,
131100,河北省衡水市,陈贵,2008,2010,市委书记,男,1956,河北省张家口市,研究生,刘可为,湖南省长沙市,
131100,河北省衡水市,高宏志,2006,2012,市长,男,1967,河北省石家庄市,研究生,杨慧,河北省张家口市,
131100,河北省衡水市,景春华,2006,2008,市委书记,男,1956,山东省东营市,研究生,陈贵,河北省张家口市,
131100,河北省衡水市,李俊渠,2003,2006,市委书记,男,1954,河北省,研究生,景春华,山东省东营市,
131100,河北省衡水市,冀纯堂,2002,2006,市长,男,1953,河北省邯郸市,研究生,高宏志,河北省石家庄市,
131100,河北省衡水市,李俊渠,1998,2003,市长,男,1954,河北省,研究生,冀纯堂,河北省邯郸市,
131100,河北省衡水市,刘德忠,1997,2002,市委书记,男,1944,河北省,专科,李俊渠,河北省,
140000,山西省,林武,2019,2021,省长,男,1962,福建省福州市,研究生,蓝佛安,广东惠州市,
140000,山西省,楼阳生,2019,2021,省委书记,男,1959,浙江省金华市,研究生,林武,福建福州市,
140000,山西省,楼阳生,2016,2019,省长,男,1959,浙江省金华市,研究生,林武,福建省福州市,
140000,山西省,骆惠宁,2016,2019,省委书记,男,1954,安徽省马鞍山市,研究生,楼阳生,浙江省金华市,
140000,山西省,王儒林,2014,2016,省委书记,男,1953,吉林省吉林市,研究生,骆惠宁,安徽省马鞍山市,
140000,山西省,李小鹏,2012,2016,省长,男,1959,四川省成都市,本科,楼阳生,浙江省金华市,
140000,山西省,袁纯清,2010,2014,省委书记,男,1952,湖南省常德市,研究生,王儒林,吉林省吉林市,
140000,山西省,王君,2008,2012,省长,男,1952,山西省大同市,研究生,李小鹏,四川省成都市,
140000,山西省,孟学农,2007,2008,省长,男,1949,山东省烟台市,研究生,王君,山西省大同市,
140000,山西省,于幼军,2005,2007,省长,男,1953,江苏省徐州市,研究生,孟学农,山东省烟台市,
140000,山西省,张宝顺,2005,2010,省委书记,男,1950,河北省秦皇岛市,研究生,袁纯清,湖南省常德市,
140000,山西省,张宝顺,2004,2005,省长,男,1950,河北省秦皇岛市,研究生,于幼军,江苏省徐州市,
140000,山西省,刘振华,1999,2004,省长,男,1940,山东省,本科,张宝顺,河北省秦皇岛市,
140000,山西省,田成平,1999,2005,省委书记,男,1945,河北省邯郸市,本科,张宝顺,河北省秦皇岛市,
140100,山西省太原市,张新伟,2020,至今,市长,男,1965,山西运城市,研究生,,,
140100,山西省太原市,李晓波,2019,2020,市长,男,1963,内蒙古自治区呼和浩特市,研究生,张新伟,山西运城市,
140100,山西省太原市,罗清宇,2017,2021,市委书记,男,1963,山西省忻州市,研究生,韦韬,广西壮族自治区河池市,
140100,山西省太原市,王伟中,2016,2017,市委书记,男,1962,山西省朔州市,研究生,罗清宇,山西省忻州市,
140100,山西省太原市,吴政隆,2014,2016,市委书记,男,1964,江苏省南京市,本科,王伟中,山西省朔州市,
140100,山西省太原市,耿彦波,2013,2019,市长,男,1958,山西省晋中市,研究生,李晓波,内蒙古自治区呼和浩特市,
140100,山西省太原市,廉毅敏,2011,2013,市长,男,1964,山西省晋中市,研究生,耿彦波,山西省晋中市,
140100,山西省太原市,陈川平,2010,2014,市委书记,男,1962,山西省运城市,研究生,吴政隆,江苏省南京市,
140100,山西省太原市,张兵生,2006,2011,市长,男,1955,山西省临汾市,本科,廉毅敏,山西省晋中市,
140100,山西省太原市,申维辰,2006,2010,市委书记,男,1956,山西省长治市,研究生,陈川平,山西省运城市,
140100,山西省太原市,云公民,2001,2006,市委书记,男,1950,内蒙古自治区呼和浩特市,本科,申维辰,山西省长治市,
140100,山西省太原市,李荣怀,2000,2006,市长,男,1946,山西省忻州市,本科,张兵生,山西省临汾市,
140100,山西省太原市,侯伍杰,2000,2001,市委书记,男,1945,山西省阳泉市,研究生,云公民,内蒙古自治区呼和浩特市,
140100,山西省太原市,纪馨芳,1996,2000,市委书记,男,1942,辽宁省,本科,侯伍杰,山西省阳泉市,
140100,山西省太原市,曹中厚,1995,2000,市长,男,1941,山西省运城市,本科,李荣怀,山西省忻州市,
140200,山西省大同市,武宏文,2017,2021,市长,男,1962,山西省吕梁市,研究生,张强,山西吕梁市,
140200,山西省大同市,马彦平,2015,2017,市长,男,1965,山西省吕梁市,研究生,武宏文,山西省吕梁市,
140200,山西省大同市,张吉福,2015,2021,市委书记,男,1964,天津市,研究生,卢东亮,辽宁沈阳市,
140200,山西省大同市,李俊明,2013,2015,市长,男,1960,山西省忻州市,研究生,马彦平,山西省吕梁市,
140200,山西省大同市,耿彦波,2008,2013,市长,男,1958,山西省晋中市,研究生,李俊明,山西省忻州市,
140200,山西省大同市,丰立祥,2008,2015,市委书记,男,1957,山西省朔州市,研究生,张吉福,天津市,
140200,山西省大同市,丰立祥,2006,2008,市长,男,1957,山西省朔州市,研究生,耿彦波,山西省晋中市,
140200,山西省大同市,郭良孝,2006,2008,市委书记,男,1952,山西省吕梁市,本科,丰立祥,山西省朔州市,
140200,山西省大同市,郭良孝,2003,2006,市长,男,1952,山西省吕梁市,本科,丰立祥,山西省朔州市,
140200,山西省大同市,来玉龙,2001,2006,市委书记,男,1945,山西省,本科,郭良孝,山西省吕梁市,
140200,山西省大同市,孙辅智,2000,2003,市长,男,1945,山西省大同市,本科,郭良孝,山西省吕梁市,
140200,山西省大同市,靳善忠,2000,2001,市委书记,男,1949,山西省忻州市,研究生,来玉龙,山西省,
140200,山西省大同市,靳善忠,1998,2000,市长,男,1949,山西省忻州市,研究生,孙辅智,山西省大同市,
140300,山西省阳泉市,姜四清,2020,2021,市委书记,男,1965,湖北恩施土家族苗族自治州,研究生,雷健坤,山西省大同市,
140300,山西省阳泉市,关建勋,2018,2020,市委书记,男,1962,山西省运城市,研究生,姜四清,湖北恩施土家族苗族自治州,
140300,山西省阳泉市,雷健坤,2017,2021,市长,女,1971,山西省大同市,研究生,刘文华,山西晋中市,
140300,山西省阳泉市,董一兵,2015,2017,市长,男,1963,山西省运城市,本科,雷健坤,山西省大同市,
140300,山西省阳泉市,陈永奇,2015,2018,市委书记,男,1967,山西省朔州市,研究生,关建勋,山西省运城市,
140300,山西省阳泉市,陈永奇,2013,2015,市长,男,1967,山西省朔州市,研究生,董一兵,山西省运城市,
